title,cat,valeur
Sofft,person,0
Sofft,top,0
Sofia Carson,artist,1
Sofia Carson,context,0
Sofia Carson,event,0
Sofia Carson,genre,0
Sofia Carson,moment,0
Sofia Carson,mood,0
Sofia Carson,period,0
Sofia Carson,person,0
Sofia Carson,top,0
"Soirée 10ans de mariage - ambiance, fond sonore",artist,0
"Soirée 10ans de mariage - ambiance, fond sonore",context,0
"Soirée 10ans de mariage - ambiance, fond sonore",event,1
"Soirée 10ans de mariage - ambiance, fond sonore",genre,0
"Soirée 10ans de mariage - ambiance, fond sonore",moment,0
"Soirée 10ans de mariage - ambiance, fond sonore",mood,0
"Soirée 10ans de mariage - ambiance, fond sonore",period,0
"Soirée 10ans de mariage - ambiance, fond sonore",person,0
"Soirée 10ans de mariage - ambiance, fond sonore",top,0
Soirée 14/09,artist,0
Soirée 14/09,context,0
Soirée 14/09,event,1
Soirée 14/09,genre,0
Soirée 14/09,moment,0
Soirée 14/09,mood,0
Soirée 14/09,period,0
Soirée 14/09,person,0
Soirée 14/09,top,0
Soirée Aymeline,artist,0
Soirée Aymeline,context,0
Soirée Aymeline,event,1
Soirée Aymeline,genre,0
Soirée Aymeline,moment,0
Soirée Aymeline,mood,0
Soirée Aymeline,period,0
Soirée Aymeline,person,1
Soirée Aymeline,top,0
Soirée Dom,artist,0
Soirée Dom,context,0
Soirée Dom,event,1
Soirée Dom,genre,0
Soirée Dom,moment,0
Soirée Dom,mood,0
Soirée Dom,period,0
Soirée Dom,person,1
Soirée Dom,top,0
Soirée du 24 mai,artist,0
Soirée du 24 mai,context,0
Soirée du 24 mai,event,1
Soirée du 24 mai,genre,0
Soirée du 24 mai,moment,0
Soirée du 24 mai,mood,0
Soirée du 24 mai,period,0
Soirée du 24 mai,person,0
Soirée du 24 mai,top,0
Soirée🎉,artist,0
Soirée🎉,context,1
Soirée🎉,event,0
Soirée🎉,genre,0
Soirée🎉,moment,0
Soirée🎉,mood,0
Soirée🎉,period,0
Soirée🎉,person,0
Soirée🎉,top,0
"Some Classic, sir ?",artist,0
"Some Classic, sir ?",context,0
"Some Classic, sir ?",event,0
"Some Classic, sir ?",genre,1
"Some Classic, sir ?",moment,0
"Some Classic, sir ?",mood,0
"Some Classic, sir ?",period,0
"Some Classic, sir ?",person,0
"Some Classic, sir ?",top,0
Sons d'été 🏝,artist,0
Sons d'été 🏝,event,0
Sons d'été 🏝,genre,0
Sons d'été 🏝,period,0
Sons d'été 🏝,person,0
Sons d'été 🏝,top,0
Sons of Anarchy S03,context,0
Sons of Anarchy S03,event,0
Sons of Anarchy S03,moment,0
Sons of Anarchy S03,mood,0
Sons of Anarchy S03,period,0
Sons of Anarchy S03,person,0
Sons of Anarchy S03,top,0
"Sorry, I care..",artist,0
"Sorry, I care..",context,0
"Sorry, I care..",event,0
"Sorry, I care..",genre,0
"Sorry, I care..",moment,0
"Sorry, I care..",period,0
"Sorry, I care..",person,0
"Sorry, I care..",top,0
Soso madness,context,0
Soso madness,event,0
Soso madness,genre,0
Soso madness,moment,0
Soso madness,mood,0
Soso madness,period,0
Soso madness,person,0
Soso madness,top,0
Soul / Blues / Jazz,artist,0
Soul / Blues / Jazz,context,0
Soul / Blues / Jazz,event,0
Soul / Blues / Jazz,genre,1
Soul / Blues / Jazz,moment,0
Soul / Blues / Jazz,mood,0
Soul / Blues / Jazz,period,0
Soul / Blues / Jazz,person,0
Soul / Blues / Jazz,top,0
Souvenirs d’enfance,artist,0
Souvenirs d’enfance,context,0
Souvenirs d’enfance,event,0
Souvenirs d’enfance,genre,0
Souvenirs d’enfance,moment,1
Souvenirs d’enfance,period,0
Souvenirs d’enfance,person,0
Souvenirs d’enfance,top,0
Space,artist,0
Space,context,0
Space,event,0
Space,moment,0
Space,mood,0
Space,period,0
Space,person,0
Space,top,0
Spice Girls #GirlPower,artist,1
Spice Girls #GirlPower,context,0
Spice Girls #GirlPower,event,0
Spice Girls #GirlPower,genre,0
Spice Girls #GirlPower,moment,0
Spice Girls #GirlPower,period,0
Spice Girls #GirlPower,person,0
Spice Girls #GirlPower,top,0
Spiritualité 2,artist,0
Spiritualité 2,event,0
Spiritualité 2,genre,0
Spiritualité 2,moment,0
Spiritualité 2,mood,1
Spiritualité 2,period,0
Spiritualité 2,person,0
Spiritualité 2,top,0
St Martin 2015,artist,0
St Martin 2015,context,0
St Martin 2015,event,1
St Martin 2015,genre,0
St Martin 2015,mood,0
St Martin 2015,period,0
St Martin 2015,person,0
St Martin 2015,top,0
Stage Delft 2,artist,0
Stage Delft 2,context,0
Stage Delft 2,genre,0
Stage Delft 2,mood,0
Stage Delft 2,period,0
Stage Delft 2,person,0
Stage Delft 2,top,0
Stef,artist,0
Stef,context,0
Stef,event,0
Stef,genre,0
Stef,moment,0
Stef,mood,0
Stef,period,0
Stef,person,1
Stef,top,0
Stefano Olivato,artist,1
Stefano Olivato,context,0
Stefano Olivato,event,0
Stefano Olivato,genre,0
Stefano Olivato,moment,0
Stefano Olivato,mood,0
Stefano Olivato,period,0
Stefano Olivato,person,0
Stefano Olivato,top,0
Stranger Things,artist,1
Stranger Things,context,0
Stranger Things,event,0
Stranger Things,genre,0
Stranger Things,moment,0
Stranger Things,mood,0
Stranger Things,period,0
Stranger Things,person,0
Stranger Things,top,0
Stray kids,artist,1
Stray kids,context,0
Stray kids,event,0
Stray kids,genre,0
Stray kids,moment,0
Stray kids,mood,0
Stray kids,period,0
Stray kids,person,0
Stray kids,top,0
Style Bollywood,artist,0
Style Bollywood,context,0
Style Bollywood,event,0
Style Bollywood,genre,1
Style Bollywood,moment,0
Style Bollywood,mood,0
Style Bollywood,period,0
Style Bollywood,person,0
Style Bollywood,top,0
Sunday,artist,0
Sunday,context,1
Sunday,event,0
Sunday,genre,0
Sunday,moment,0
Sunday,period,0
Sunday,person,0
Sunday,top,0
Super Junior,context,0
Super Junior,event,0
Super Junior,genre,0
Super Junior,moment,0
Super Junior,mood,0
Super Junior,period,0
Super Junior,top,0
Surfaces - chill music,context,0
Surfaces - chill music,event,0
Surfaces - chill music,moment,0
Surfaces - chill music,period,0
Surfaces - chill music,person,0
Surfaces - chill music,top,0
Survival tips,artist,0
Survival tips,context,0
Survival tips,event,0
Survival tips,genre,0
Survival tips,moment,0
Survival tips,period,0
Survival tips,person,0
TO SHAKE AND MOVE,artist,0
TO SHAKE AND MOVE,event,0
TO SHAKE AND MOVE,genre,0
TO SHAKE AND MOVE,moment,0
TO SHAKE AND MOVE,period,0
TO SHAKE AND MOVE,person,0
TO SHAKE AND MOVE,top,0
TOP MARS,artist,0
TOP MARS,context,0
TOP MARS,event,0
TOP MARS,genre,0
TOP MARS,moment,1
TOP MARS,mood,0
TOP MARS,period,0
TOP MARS,person,0
TOP MARS,top,1
TOP ZZ Top,artist,1
TOP ZZ Top,context,0
TOP ZZ Top,event,0
TOP ZZ Top,genre,0
TOP ZZ Top,moment,0
TOP ZZ Top,mood,0
TOP ZZ Top,period,0
TOP ZZ Top,person,0
TSN,context,0
TSN,event,0
TSN,genre,0
TSN,moment,0
TSN,mood,0
TSN,period,0
TSN,person,0
TSN,top,0
Tango,artist,0
Tango,context,0
Tango,event,0
Tango,genre,1
Tango,moment,0
Tango,mood,0
Tango,period,0
Tango,person,0
Tango,top,0
Taytay,context,0
Taytay,event,0
Taytay,genre,0
Taytay,moment,0
Taytay,mood,0
Taytay,period,0
Taytay,top,0
Techno Cool,artist,0
Techno Cool,context,0
Techno Cool,event,0
Techno Cool,moment,0
Techno Cool,period,0
Techno Cool,person,0
Techno Cool,top,0
The Pirouettes,artist,1
The Pirouettes,context,0
The Pirouettes,event,0
The Pirouettes,genre,0
The Pirouettes,moment,0
The Pirouettes,mood,0
The Pirouettes,period,0
The Pirouettes,person,0
The Pirouettes,top,0
The offspring,artist,1
The offspring,context,0
The offspring,event,0
The offspring,genre,0
The offspring,moment,0
The offspring,mood,0
The offspring,period,0
The offspring,person,0
The offspring,top,0
The white stripes,artist,1
The white stripes,context,0
The white stripes,event,0
The white stripes,genre,0
The white stripes,moment,0
The white stripes,mood,0
The white stripes,period,0
The white stripes,person,0
The white stripes,top,0
Theo dessin animés,artist,0
Theo dessin animés,context,0
Theo dessin animés,event,0
Theo dessin animés,moment,0
Theo dessin animés,mood,0
Theo dessin animés,period,0
Theo dessin animés,person,1
Theo dessin animés,top,0
This Is System Of A Down,artist,1
This Is System Of A Down,context,0
This Is System Of A Down,event,0
This Is System Of A Down,genre,0
This Is System Of A Down,moment,0
This Is System Of A Down,mood,0
This Is System Of A Down,period,0
This Is System Of A Down,person,0
This Is System Of A Down,top,0
Thot $hit,context,0
Thot $hit,event,0
Thot $hit,genre,0
Thot $hit,moment,0
Thot $hit,mood,0
Thot $hit,period,0
Thot $hit,person,0
Time to rock that shit,artist,0
Time to rock that shit,context,0
Time to rock that shit,event,0
Time to rock that shit,genre,1
Time to rock that shit,moment,0
Time to rock that shit,mood,0
Time to rock that shit,period,0
Time to rock that shit,person,0
Time to rock that shit,top,0
Titres du moment,artist,0
Titres du moment,context,0
Titres du moment,event,0
Titres du moment,genre,0
Titres du moment,mood,0
Titres du moment,period,0
Titres du moment,person,0
Toi et Moi,artist,0
Toi et Moi,event,0
Toi et Moi,genre,0
Toi et Moi,moment,0
Toi et Moi,period,0
Toi et Moi,person,1
Toi et Moi,top,0
Tool,artist,1
Tool,context,0
Tool,event,0
Tool,genre,0
Tool,moment,0
Tool,mood,0
Tool,period,0
Tool,person,0
Tool,top,0
Tool Arena,context,0
Tool Arena,event,0
Tool Arena,genre,0
Tool Arena,moment,0
Tool Arena,mood,0
Tool Arena,period,0
Tool Arena,person,0
Tool Arena,top,0
Top 12.22,artist,0
Top 12.22,context,0
Top 12.22,event,0
Top 12.22,genre,0
Top 12.22,moment,1
Top 12.22,mood,0
Top 12.22,period,0
Top 12.22,person,0
Top 12.22,top,1
Top 1955,artist,0
Top 1955,context,0
Top 1955,event,0
Top 1955,genre,0
Top 1955,moment,0
Top 1955,mood,0
Top 1955,period,1
Top 1955,person,0
Top 2013,artist,0
Top 2013,context,0
Top 2013,event,0
Top 2013,genre,0
Top 2013,moment,1
Top 2013,mood,0
Top 2013,period,0
Top 2013,person,0
Top 2013,top,1
Top 50 - 30ème anniversaire,artist,0
Top 50 - 30ème anniversaire,context,0
Top 50 - 30ème anniversaire,genre,0
Top 50 - 30ème anniversaire,moment,0
Top 50 - 30ème anniversaire,mood,0
Top 50 - 30ème anniversaire,period,0
Top 50 - 30ème anniversaire,person,0
Top de Février 2022,artist,0
Top de Février 2022,context,0
Top de Février 2022,event,0
Top de Février 2022,genre,0
Top de Février 2022,moment,1
Top de Février 2022,mood,0
Top de Février 2022,period,0
Top de Février 2022,person,0
Top de Février 2022,top,1
US 2018-2019,artist,0
US 2018-2019,context,0
US 2018-2019,event,0
US 2018-2019,genre,1
US 2018-2019,moment,1
US 2018-2019,mood,0
US 2018-2019,period,0
US 2018-2019,person,0
US 2018-2019,top,0
US 2020,artist,0
US 2020,context,0
US 2020,mood,0
US 2020,period,0
US 2020,person,0
US 2020,top,0
US Ambiancé,artist,0
US Ambiancé,event,0
US Ambiancé,genre,1
US Ambiancé,moment,0
US Ambiancé,period,0
US Ambiancé,person,0
US Ambiancé,top,0
USA Rap 🇺🇸,artist,0
USA Rap 🇺🇸,context,0
USA Rap 🇺🇸,event,0
USA Rap 🇺🇸,genre,1
USA Rap 🇺🇸,moment,0
USA Rap 🇺🇸,mood,0
USA Rap 🇺🇸,period,0
USA Rap 🇺🇸,person,0
USA Rap 🇺🇸,top,0
USN PL Soleil Noir,context,0
USN PL Soleil Noir,event,0
USN PL Soleil Noir,genre,0
USN PL Soleil Noir,moment,0
USN PL Soleil Noir,mood,0
USN PL Soleil Noir,period,0
USN PL Soleil Noir,person,0
USN PL Soleil Noir,top,0
UTPA,artist,0
UTPA,context,0
UTPA,event,0
UTPA,genre,0
UTPA,moment,0
UTPA,mood,0
UTPA,period,0
UTPA,person,0
UTPA,top,0
Umberto Tozzi,artist,1
Umberto Tozzi,context,0
Umberto Tozzi,event,0
Umberto Tozzi,genre,0
Umberto Tozzi,moment,0
Umberto Tozzi,mood,0
Umberto Tozzi,period,0
Umberto Tozzi,person,0
Umberto Tozzi,top,0
Un après-midi,artist,0
Un après-midi,genre,0
Un après-midi,moment,0
Un après-midi,period,0
Un après-midi,person,0
Un après-midi,top,0
Un peu de nous,artist,0
Un peu de nous,context,0
Un peu de nous,event,0
Un peu de nous,genre,0
Un peu de nous,moment,0
Un peu de nous,period,0
Un peu de nous,top,0
VALSES DE VIENNE,artist,0
VALSES DE VIENNE,context,0
VALSES DE VIENNE,event,0
VALSES DE VIENNE,genre,1
VALSES DE VIENNE,moment,0
VALSES DE VIENNE,mood,0
VALSES DE VIENNE,period,0
VALSES DE VIENNE,person,0
VALSES DE VIENNE,top,0
VB-Chill soirée,artist,0
VB-Chill soirée,context,1
VB-Chill soirée,event,0
VB-Chill soirée,moment,0
VB-Chill soirée,mood,1
VB-Chill soirée,period,0
VB-Chill soirée,top,0
VIOLENCE,artist,0
VIOLENCE,context,0
VIOLENCE,event,0
VIOLENCE,genre,0
VIOLENCE,moment,0
VIOLENCE,mood,1
VIOLENCE,period,0
VIOLENCE,person,0
VIOLENCE,top,0
Valfrejus 2023,artist,0
Valfrejus 2023,context,0
Valfrejus 2023,event,1
Valfrejus 2023,genre,0
Valfrejus 2023,mood,0
Valfrejus 2023,period,0
Valfrejus 2023,person,0
Valfrejus 2023,top,0
Vasur,artist,0
Vasur,context,0
Vasur,event,0
Vasur,genre,0
Vasur,moment,0
Vasur,mood,0
Vasur,period,0
Vasur,top,0
Velvet,artist,1
Velvet,context,0
Velvet,event,0
Velvet,genre,0
Velvet,moment,0
Velvet,mood,0
Velvet,period,0
Velvet,person,0
Velvet,top,0
Very Very Old School ☺️,artist,0
Very Very Old School ☺️,context,0
Very Very Old School ☺️,event,0
Very Very Old School ☺️,genre,0
Very Very Old School ☺️,moment,0
Very Very Old School ☺️,mood,0
Very Very Old School ☺️,period,1
Very Very Old School ☺️,person,0
Very Very Old School ☺️,top,0
Vie ... Déprime ...,artist,0
Vie ... Déprime ...,context,0
Vie ... Déprime ...,event,0
Vie ... Déprime ...,genre,0
Vie ... Déprime ...,moment,0
Vie ... Déprime ...,mood,1
Vie ... Déprime ...,period,0
Vie ... Déprime ...,person,0
Vie ... Déprime ...,top,0
Vintage new music,artist,0
Vintage new music,context,0
Vintage new music,event,0
Vintage new music,moment,0
Vintage new music,mood,0
Vintage new music,person,0
Vintage new music,top,0
Vivaldi Mix,artist,1
Vivaldi Mix,context,0
Vivaldi Mix,event,0
Vivaldi Mix,genre,0
Vivaldi Mix,moment,0
Vivaldi Mix,mood,0
Vivaldi Mix,period,0
Vivaldi Mix,person,0
Vivaldi Mix,top,0
Vizea,artist,0
Vizea,context,0
Vizea,event,0
Vizea,genre,0
Vizea,moment,0
Vizea,mood,0
Vizea,period,0
Vizea,person,0
Vizea,top,0
Walter Gieseking.,artist,1
Walter Gieseking.,context,0
Walter Gieseking.,event,0
Walter Gieseking.,genre,0
Walter Gieseking.,moment,0
Walter Gieseking.,mood,0
Walter Gieseking.,period,0
Walter Gieseking.,person,0
Walter Gieseking.,top,0
Were the end begins,artist,0
Were the end begins,context,0
Were the end begins,event,0
Were the end begins,genre,0
Were the end begins,moment,0
Were the end begins,period,0
Were the end begins,person,0
Were the end begins,top,0
Westwards,artist,0
Westwards,context,0
Westwards,event,0
Westwards,moment,0
Westwards,mood,0
Westwards,period,0
Westwards,person,0
Westwards,top,0
Westworld,context,0
Westworld,event,0
Westworld,moment,0
Westworld,mood,0
Westworld,period,0
Westworld,person,0
Westworld,top,0
What the Folk!,context,0
What the Folk!,event,0
What the Folk!,moment,0
What the Folk!,mood,0
What the Folk!,period,0
What the Folk!,person,0
What the Folk!,top,0
Who,artist,1
Who,context,0
Who,event,0
Who,genre,0
Who,moment,0
Who,mood,0
Who,period,0
Who,person,0
Who,top,0
Why Try,context,0
Why Try,event,0
Why Try,genre,0
Why Try,moment,0
Why Try,mood,0
Why Try,period,0
Why Try,person,0
Why Try,top,0
Wilfried,context,0
Wilfried,event,0
Wilfried,genre,0
Wilfried,moment,0
Wilfried,mood,0
Wilfried,period,0
Wilfried,top,0
X JAPAN,context,0
X JAPAN,event,0
X JAPAN,moment,0
X JAPAN,mood,0
X JAPAN,period,0
X JAPAN,person,0
X JAPAN,top,0
YT Zyprexa,context,0
YT Zyprexa,event,0
YT Zyprexa,genre,0
YT Zyprexa,moment,0
YT Zyprexa,period,0
YT Zyprexa,person,0
YT Zyprexa,top,0
Years and Years,context,0
Years and Years,event,0
Years and Years,genre,0
Years and Years,moment,0
Years and Years,period,0
Years and Years,person,0
Years and Years,top,0
You Found me,artist,0
You Found me,context,0
You Found me,event,0
You Found me,genre,0
You Found me,moment,0
You Found me,period,0
You Found me,person,0
You Found me,top,0
Yéyé 2019,artist,0
Yéyé 2019,context,0
Yéyé 2019,event,0
Yéyé 2019,mood,0
Yéyé 2019,person,0
Yéyé 2019,top,0
ZZ_ARCHIVE _ 25 ans - Festif,artist,0
ZZ_ARCHIVE _ 25 ans - Festif,event,1
ZZ_ARCHIVE _ 25 ans - Festif,genre,0
ZZ_ARCHIVE _ 25 ans - Festif,period,0
ZZ_ARCHIVE _ 25 ans - Festif,person,0
ZZ_ARCHIVE _ 25 ans - Festif,top,0
Zazie • Essenciel,artist,1
Zazie • Essenciel,context,0
Zazie • Essenciel,event,0
Zazie • Essenciel,genre,0
Zazie • Essenciel,moment,0
Zazie • Essenciel,mood,0
Zazie • Essenciel,period,0
Zazie • Essenciel,person,0
Zazie • Essenciel,top,0
ZoukaLova,artist,0
ZoukaLova,context,0
ZoukaLova,event,0
ZoukaLova,moment,0
ZoukaLova,period,0
ZoukaLova,person,0
ZoukaLova,top,0
_____________ajd,artist,0
_____________ajd,context,0
_____________ajd,event,0
_____________ajd,genre,0
_____________ajd,mood,0
_____________ajd,period,0
_____________ajd,person,0
_____________ajd,top,0
a bit of popbm,artist,0
a bit of popbm,context,0
a bit of popbm,event,0
a bit of popbm,genre,1
a bit of popbm,moment,0
a bit of popbm,mood,0
a bit of popbm,period,0
a bit of popbm,person,0
a bit of popbm,top,0
a ecouter plus tard,artist,0
a ecouter plus tard,context,0
a ecouter plus tard,event,0
a ecouter plus tard,genre,0
a ecouter plus tard,moment,0
a ecouter plus tard,mood,0
a ecouter plus tard,period,0
a ecouter plus tard,person,0
a ecouter plus tard,top,0
a hard,artist,0
a hard,context,0
a hard,event,0
a hard,moment,0
a hard,period,0
a hard,person,0
a hard,top,0
a mai 2023,artist,0
a mai 2023,context,0
a mai 2023,event,0
a mai 2023,genre,0
a mai 2023,moment,1
a mai 2023,mood,0
a mai 2023,period,0
a mai 2023,person,0
a mai 2023,top,0
abcd,artist,0
abcd,context,0
abcd,event,0
abcd,genre,0
abcd,moment,0
abcd,mood,0
abcd,period,0
abcd,person,0
abcd,top,0
abcsch,context,0
abcsch,event,0
abcsch,genre,0
abcsch,moment,0
abcsch,mood,0
abcsch,period,0
abcsch,person,0
abcsch,top,0
adamo en anglais,artist,1
adamo en anglais,context,0
adamo en anglais,event,0
adamo en anglais,genre,0
adamo en anglais,moment,0
adamo en anglais,mood,0
adamo en anglais,period,0
adamo en anglais,person,0
adamo en anglais,top,0
adele 2,context,0
adele 2,event,0
adele 2,genre,0
adele 2,moment,0
adele 2,mood,0
adele 2,period,0
adele 2,top,0
african moove,artist,0
african moove,context,0
african moove,event,0
african moove,genre,1
african moove,moment,0
african moove,mood,0
african moove,period,0
african moove,person,0
african moove,top,0
ahhhhmmmmmmm🥪🌭🍔🍟🍗🍖🧁🍩🍪🍿🎂,artist,0
ahhhhmmmmmmm🥪🌭🍔🍟🍗🍖🧁🍩🍪🍿🎂,event,0
ahhhhmmmmmmm🥪🌭🍔🍟🍗🍖🧁🍩🍪🍿🎂,genre,0
ahhhhmmmmmmm🥪🌭🍔🍟🍗🍖🧁🍩🍪🍿🎂,moment,0
ahhhhmmmmmmm🥪🌭🍔🍟🍗🍖🧁🍩🍪🍿🎂,mood,0
ahhhhmmmmmmm🥪🌭🍔🍟🍗🍖🧁🍩🍪🍿🎂,period,0
ahhhhmmmmmmm🥪🌭🍔🍟🍗🍖🧁🍩🍪🍿🎂,person,0
ambiance copains,artist,0
ambiance copains,event,0
ambiance copains,genre,0
ambiance copains,moment,0
ambiance copains,period,0
ambiance copains,person,0
ambiance copains,top,0
amorous ⛈,context,0
amorous ⛈,event,0
amorous ⛈,genre,0
amorous ⛈,moment,0
amorous ⛈,period,0
amorous ⛈,person,0
amorous ⛈,top,0
amoureux 3,artist,0
amoureux 3,context,0
amoureux 3,event,0
amoureux 3,genre,0
amoureux 3,moment,0
amoureux 3,mood,1
amoureux 3,period,0
amoureux 3,person,0
amoureux 3,top,0
ancienne musique,artist,0
ancienne musique,context,0
ancienne musique,event,0
ancienne musique,genre,0
ancienne musique,mood,0
ancienne musique,period,0
ancienne musique,person,0
ancienne musique,top,0
anciennes musiques,artist,0
anciennes musiques,context,0
anciennes musiques,event,0
anciennes musiques,genre,0
anciennes musiques,mood,0
anciennes musiques,period,0
anciennes musiques,person,0
anciennes musiques,top,0
anniv Cleonice,artist,0
anniv Cleonice,context,0
anniv Cleonice,event,1
anniv Cleonice,genre,0
anniv Cleonice,moment,0
anniv Cleonice,mood,0
anniv Cleonice,period,0
anniv Cleonice,person,1
anniv Cleonice,top,0
anniv Côme,artist,0
anniv Côme,context,0
anniv Côme,genre,0
anniv Côme,moment,0
anniv Côme,mood,0
anniv Côme,period,0
anniv Côme,person,1
anniv Côme,top,0
anniversaire Pepousie,artist,0
anniversaire Pepousie,context,0
anniversaire Pepousie,event,1
anniversaire Pepousie,genre,0
anniversaire Pepousie,moment,0
anniversaire Pepousie,period,0
anniversaire Pepousie,top,0
anniversaire mariage 20 ans 24/09/2022,artist,0
anniversaire mariage 20 ans 24/09/2022,context,0
anniversaire mariage 20 ans 24/09/2022,event,1
anniversaire mariage 20 ans 24/09/2022,genre,0
anniversaire mariage 20 ans 24/09/2022,moment,0
anniversaire mariage 20 ans 24/09/2022,mood,0
anniversaire mariage 20 ans 24/09/2022,period,0
anniversaire mariage 20 ans 24/09/2022,person,0
anniversaire mariage 20 ans 24/09/2022,top,0
année scolaire 2015 - 2016,artist,0
année scolaire 2015 - 2016,context,0
année scolaire 2015 - 2016,event,0
année scolaire 2015 - 2016,genre,0
année scolaire 2015 - 2016,moment,1
année scolaire 2015 - 2016,mood,0
année scolaire 2015 - 2016,period,0
année scolaire 2015 - 2016,person,0
année scolaire 2015 - 2016,top,0
antinea,context,0
antinea,event,0
antinea,genre,0
antinea,moment,0
antinea,mood,0
antinea,period,0
antinea,person,0
antinea,top,0
apologize,context,0
apologize,event,0
apologize,genre,0
apologize,moment,0
apologize,mood,0
apologize,period,0
apologize,person,0
apologize,top,0
arap,artist,0
arap,context,0
arap,event,0
arap,moment,0
arap,mood,0
arap,period,0
arap,person,0
arap,top,0
assez !,artist,0
assez !,context,0
assez !,event,0
assez !,genre,0
assez !,moment,0
assez !,period,0
assez !,person,0
assez !,top,0
aux souvenirs oubliés 🤍,artist,0
